Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Wofford,Elon University,Elon University,-2.5,139.,135,True
Saint Mary'S,Utah,Saint Mary's,3.5,141.5.,135,False
Mississippi Valley State,Liberty,Liberty,-35.0,124.5.,141,True
Fresno St.,Santa Clara,Fresno St.,16.0,156.,147,False
UC Santa Barbara,UC Davis,UC Davis,2.5,145.5.,131,True
Weber St.,North Dakota,North Dakota,2.5,145.5.,155,True
Indiana St.,Missouri St.,Indiana St.,5.0,148.5.,157,False
Lindenwood,Mississippi,Mississippi,-31.0,148.5.,139,True
Colorado St.,Colorado,Colorado,-3.0,140.5.,127,True
Oral Roberts,Idaho State,Idaho State,-5.5,144.,126,True
Northern Colorado,North Dakota State,North Dakota State,-1.5,152.,152 pushed the pre-game total of 152.,True
Alcorn St.,Oklahoma,Alcorn St.,31.0,138.,172,False
Kansas City,Montana St.,Montana St.,-8.5,140.,136,True
Utah Tech,Utah St.,Utah St.,-24.5,150.5.,154,True
New Mexico St.,New Mexico,New Mexico St.,20.5,152.,172,False
Nevada,Loyola Marymount,Loyola Marymount,7.5,137.5.,132,True
San Diego,San Diego St.,San Diego,24.5,139.5.,131,False
CSU Bakersfield,UC San Diego,UC San Diego,-11.5,136.,141,True
Kentucky,Gonzaga,Kentucky,6.5,168.,179,False
