Rank,Hotness Score,Matchup,Time,Location
33,52.9,#333 SC Upstate  at  #44 Iowa,8:00 PM,Carver-Hawkeye Arena
34,52.0,#240 Austin Peay  vs.  #208 Georgia St,2:30 PM,Florida State College at Jacksonville South Campus
35,50.9,#195 Gard-Webb  vs.  #257 SE Louisiana,12:30 PM,Hard Rock Hotel Riviera Maya
36,50.6,#279 TN State  vs.  #171 Bryant,4:00 PM,McKenzie Arena
37,49.1,#327 Manhattan  at  #107 Virginia,7:00 PM,John Paul Jones Arena
38,47.1,#364 Miss Val St  at  #40 Utah,9:00 PM,Jon M. Huntsman Center
39,45.2,#222 Grambling St  at  #267 Cal Poly,10:00 PM,Mott Athletics Center
40,42.7,#362 Coppin St  at  #97 St Josephs,7:00 PM,Michael J. Hagan Arena
41,42.6,#118 Utah Valley  vs.  #352 W Georgia,4:00 PM,Pete Hanna Center
42,42.4,#264 Beth-Cook  vs.  #244 North Dakota,3:00 PM,Hard Rock Hotel Riviera Maya
43,40.9,#152 St Peters  at  #344 F Dickinson,7:00 PM,Bogota Savings Bank Center
44,39.6,#328 W Illinois  at  #179 S Alabama,8:00 PM,Mitchell Center
45,39.1,#216 TX El Paso  vs.  #309 Lg Beach St,8:30 PM,Dollar Loan Center
46,38.6,#312 Siena  vs.  #211 Jacksonville,11:00 AM,Suncoast Credit Union Arena
47,36.6,#241 Tulsa  vs.  #300 Detroit,12:00 PM,Florida State College at Jacksonville South Campus
48,35.3,#361 Chicago St  vs.  #161 Drexel,10:30 AM,Ocean Center
49,34.6,#302 CS Fullerton  at  #251 Pepperdine,9:00 PM,Firestone Fieldhouse
50,34.1,#215 Duquesne  vs.  #334 Old Dominion,11:00 AM,John Gray Gymnasium
51,33.3,#254 N Arizona  vs.  #307 E Michigan,9:00 PM,Sharp Gymnasium
52,21.9,#358 NJIT  at  #253 Cleveland St,6:00 PM,Wolstein Center
53,20.2,#296 Lehigh  at  #337 St Fran (PA),7:00 PM,DeGol Arena
54,17.4,#322 Utah Tech  vs.  #326 Denver,4:00 PM,Dahlberg Arena/Robin Selvig Court
55,15.9,#342 VMI  at  #314 Loyola-MD,7:00 PM,Reitz Arena
56,--,St. Andrews Presbyterian  at  #320 Citadel,7:00 PM,McAlister Field House
56,--,Northern New Mexico  at  #136 N Colorado,8:00 PM,Bank of Colorado Arena
56,--,Texas Lutheran  at  #187 TX A&M-CC,8:00 PM,American Bank Center
56,--,SUNY-Maritime  at  #258 Army,7:00 PM,Christl Arena
56,--,Penn St. Wilkes Barre  at  #351 Delaware St,7:00 PM,Memorial Hall/Bayhealth Court
56,--,Midway  at  #321 Bellarmine,6:30 PM,Knights Hall
56,--,Florida Tech  vs.  #265 Ball St,6:00 PM,Germain Arena
56,--,Hawaii Pacific  at  #180 Hawaii,11:59 PM,SimpliFi Arena at Stan Sheriff Center
