Rank,Hotness Score,Matchup,Time,Location
26,85.1,#96 Murray St  at  #108 W Kentucky,2:00 PM,E.A. Diddle Arena
27,84.5,#152 La Salle  at  #25 N Carolina,4:00 PM,Dean E. Smith Center
28,82.8,#134 Texas St  at  #86 Fla Atlantic,2:00 PM,Eleanor R. Baldwin Arena
29,82.3,#160 S Florida  at  #40 Utah St,4:00 PM,Dee Glen Smith Spectrum
30,79.4,#189 Wyoming  vs.  #36 BYU,9:00 PM,Delta Center
31,76.7,#203 Radford  at  #48 Utah,7:00 PM,Jon M. Huntsman Center
32,76.6,#190 Tulane  vs.  #65 Florida St,4:30 PM,BB&T Center
33,76.3,#186 Missouri St  at  #72 Wash State,5:00 PM,Friel Court at Beasley Coliseum
34,73.6,#175 App State  vs.  #125 High Point,2:00 PM,First Horizon Coliseum
35,70.7,#131 NC-Grnsboro  at  #188 N Florida,5:00 PM,UNF Arena
36,69.4,#166 Utah Valley  at  #167 Jksnville St,5:00 PM,Pete Mathews Coliseum
37,68.2,#184 Fordham  vs.  #159 Bryant,2:30 PM,Mohegan Sun Arena
38,67.4,#163 Ohio  at  #185 Marshall,4:00 PM,Cam Henderson Center
39,66.8,#155 Toledo  at  #197 Youngs St,1:00 PM,Zidian Family Arena at Beeghly Center
40,65.5,#77 UCF  vs.  #253 Tulsa,2:00 PM,BB&T Center
41,64.0,#156 TX A&M-CC  at  #213 Hawaii,11:59 PM,SimpliFi Arena at Stan Sheriff Center
42,63.7,#27 Mississippi  vs.  #282 S Mississippi,4:00 PM,Mississippi Coast Coliseum
43,62.8,#171 Towson  vs.  #208 Duquesne,6:00 PM,St. Vincent-St. Mary High School
44,62.7,#148 Belmont  at  #227 Richmond,6:00 PM,Robins Center
45,62.3,#285 Beth-Cook  at  #41 W Virginia,5:00 PM,WVU Coliseum
46,62.2,#126 NC-Wilmgton  at  #246 Howard,3:00 PM,Burr Gymnasium
47,61.0,#257 S Car State  at  #113 Furman,12:00 PM,Bon Secours Wellness Arena
48,59.5,#154 E Tenn St  at  #243 Jacksonville,1:00 PM,Swisher Gymnasium
49,58.4,#303 TX Southern  at  #49 Nevada,10:00 PM,Lawlor Events Center
50,56.9,#314 LIU  at  #42 Missouri,12:00 PM,Mizzou Arena
51,56.7,#276 NW State  at  #128 California,3:00 PM,Haas Pavilion
51,56.7,#283 Pacific  at  #115 UNLV,10:30 PM,Thomas & Mack Center
53,56.2,#193 Central Mich  at  #228 Valparaiso,4:00 PM,Athletics-Recreation Center
54,55.8,#174 Drexel  at  #249 Albany,7:00 PM,Broadview Center
55,52.9,#296 Detroit  at  #127 Davidson,7:00 PM,McKillop Court at John M. Belk Arena
56,52.4,#210 Charlotte  at  #238 Georgia St,2:00 PM,Georgia State Convocation Center
57,52.1,#322 NC A&T  at  #81 Liberty,7:00 PM,Liberty Arena
58,51.9,#34 Arkansas  vs.  #343 Central Ark,4:00 PM,Verizon Arena
59,51.8,#254 NC Central  at  #192 Longwood,2:00 PM,Joan Perry Brock Center
60,49.1,#305 Dartmouth  at  #143 Mass Lowell,2:00 PM,Costello Athletic Center
61,49.0,#346 SC Upstate  at  #66 S Carolina,2:00 PM,Colonial Life Arena
62,48.9,#252 Cal Poly  at  #218 San Jose St,10:00 PM,Provident Credit Union Event Center
63,48.2,#362 Coppin St  at  #28 Penn St,12:30 PM,Bryce Jordan Center
64,47.8,#235 Bowling Grn  at  #242 Kansas City,8:00 PM,Swinney Recreation Center
65,47.5,#201 S Illinois  at  #275 Austin Peay,5:00 PM,F&M Bank Arena
66,46.7,#258 N Arizona  at  #225 Pepperdine,4:00 PM,Firestone Fieldhouse
67,46.4,#328 WI-Grn Bay  at  #129 UCSB,7:00 PM,The Thunderdome
68,43.8,#221 Lamar  at  #278 Louisiana,1:00 PM,Cajundome
69,42.9,#308 W Carolina  at  #182 NC-Asheville,2:00 PM,Kimmel Arena
70,41.9,#318 UL Monroe  at  #178 TX-Arlington,3:00 PM,College Park Center
71,41.4,#293 Queens  at  #217 Gard-Webb,2:00 PM,Paul Porter Arena
72,36.7,#212 UC Davis  at  #320 Sac State,10:00 PM,The Nest
73,35.0,#356 Prairie View  at  #173 Loyola Mymt,9:00 PM,Gersten Pavilion
74,34.7,#321 W Illinois  at  #223 South Dakota,12:00 PM,Sanford Coyote Sports Center
75,31.8,#309 Loyola-MD  at  #256 Mt St Marys,7:00 PM,Knott Arena
76,31.5,#330 E Illinois  at  #233 E Kentucky,8:00 PM,Seabury Center Arena
77,30.6,#204 Maine  at  #358 Canisius,1:00 PM,Koessler Athletic Center
78,24.0,#267 Florida Intl  at  #341 Stetson,4:00 PM,Insight Credit Union Arena at Edmunds Center
79,22.7,#288 Ball St  at  #332 Bellarmine,3:00 PM,Knights Hall
79,22.7,#331 San Diego  at  #286 Fresno St,7:00 PM,Save Mart Center
79,22.7,#344 Stony Brook  at  #270 Rider,1:00 PM,Alumni Gymnasium
82,21.2,#316 St Fran (PA)  at  #313 Niagara,6:00 PM,Gallagher Center
83,16.3,#300 Wagner  at  #352 NJIT,4:00 PM,Joel & Diane Bloom Wellness and Events Center
84,16.2,#319 IU Indy  at  #336 Lindenwood,4:30 PM,Robert F. Hyland Arena
85,--,Northwest Indian College  at  #279 Portland St,5:00 PM,Viking Pavilion
85,--,Brescia  at  #250 Cleveland St,3:00 PM,Wolstein Center
85,--,Johnson University  at  #306 TN State,3:00 PM,Gentry Center
85,--,Bryn Athyn  at  #360 Maryland ES,4:00 PM,Hytche Athletic Center
85,--,Virginia-Lynchburg  at  #150 Elon,7:00 PM,Schar Center
85,--,Massachusetts-Boston  at  #181 U Mass,12:00 PM,William D. Mullins Memorial Center
85,--,Hardin-Simmons  at  #199 Abl Christian,7:00 PM,Moody Coliseum
85,--,SUNY-Delhi  at  #337 Le Moyne,2:00 PM,Ted Grant Court
85,--,Walla Walla  at  #222 Idaho St,8:00 PM,Holt Arena
85,--,Northern New Mexico  at  #214 TX-Pan Am,5:30 PM,UTRGV Fieldhouse
85,--,Western New Mexico  at  #64 New Mexico,7:00 PM,The Pit
85,--,Pacific (OR)  at  #145 Seattle,8:00 PM,Redhawk Center
85,--,Middle Georgia St.  at  #122 Troy,5:30 PM,Trojan Arena
