Rank,Hotness Score,Matchup,Time,Location
59,43.1,#255 Incar Word  at  #245 N Arizona,8:00 PM,Joseph C. Rolle Activity Center
60,43.0,#361 Alcorn St  at  #95 Washington,10:00 PM,Alaska Airlines Arena at Hec Edmundson Pavilion
61,42.0,#313 SE Missouri  vs.  #184 NC-Asheville,7:30 PM,Farris Center
62,40.5,#208 S Utah  at  #307 San Diego,10:00 PM,Jenny Craig Pavilion
63,39.2,#276 Neb Omaha  vs.  #252 Alabama St,8:30 PM,James A. Rhodes Arena
64,38.0,#164 Rice  at  #348 Hsn Christian,8:00 PM,Sharp Gymnasium
65,37.9,#358 New Orleans  at  #145 Tulane,7:30 PM,Avron B. Fogelman Arena in Devlin Fieldhouse
66,37.6,#177 E Carolina  vs.  #344 Stetson,1:00 PM,Ocean Center
67,37.0,#236 South Dakota  at  #302 S Indiana,8:00 PM,Screaming Eagles Arena
68,36.5,#321 SC Upstate  at  #215 E Tenn St,7:00 PM,Freedom Hall Civic Center
69,32.7,#246 WI-Grn Bay  at  #314 Evansville,8:00 PM,Ford Center
70,27.7,#257 Army  at  #334 Manhattan,7:00 PM,Draddy Gymnasium
71,27.4,#311 UL Monroe  at  #277 NW State,7:30 PM,Prather Coliseum
72,27.2,#360 Chicago St  at  #221 Indiana St,7:00 PM,Hulman Center
73,22.5,#328 Le Moyne  vs.  #288 TN Martin,6:00 PM,Dugan Wellness Center
74,21.1,#293 S Car State  at  #336 Alab A&M,8:00 PM,Alabama A&M Events Center
75,18.1,#345 IU Indy  vs.  #299 Coastal Car,5:00 PM,Alabama A&M Events Center
76,12.0,#337 Morgan St  at  #340 Buffalo,7:00 PM,Alumni Arena
77,--,Northwest University  at  #140 Seattle,10:00 PM,Redhawk Center
77,--,Trinity Baptist  at  #357 Florida A&M,5:00 PM,Alfred Lawson Jr. Multipurpose Center
77,--,Lane College  at  #99 Arkansas St,8:00 PM,First National Bank Arena
77,--,Puerto Rico - Mayaguez  vs.  #253 Albany,1:00 PM,Ruben Zayas Montanez Coliseum
77,--,Vermont State - Randolph  at  #351 F Dickinson,11:00 AM,Bogota Savings Bank Center
