,Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Home Team DraftKings,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Away Team is_fav_ATS Record,Away Team is_fav_Cover %,Away Team is_fav_MOV,Away Team is_fav_ATS +/-,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Home Team is_dog_ATS Record,Home Team is_dog_Cover %,Home Team is_dog_MOV,Home Team is_dog_ATS +/-
17,18,73.8,6:00 PM,Allen Fieldhouse,228,Oakland,6,Kansas,Oakland,Kansas,1-1-0,50.0%,-11.0,-7.5,1-1-0,50.0%,-28.0,-7.5,,,,,2-1-0,66.7%,13.7,-0.2,1-1-0,50.0%,16.5,-1.3,,,,
18,19,72.0,10:00 PM,LionTree Arena,173,Seattle,131,Ucsd,Seattle,,0-3-0,0.0%,-4.3,-8.8,0-2-0,0.0%,-5.5,-11.8,0-3-0,0.0%,-4.3,-8.8,2-1-0,66.7%,7.7,+4.2,1-1-0,50.0%,14.0,+3.5,1-0-0,100.0%,-5.0,5.5
19,20,70.9,6:00 PM,Jack Breslin Student Events Center,240,Bowling Grn,26,Michigan St,Bowling Green,Michigan State,1-2-0,33.3%,16.3,+10.2,0-1-0,0.0%,-9.0,-4.5,1-0-0,100.0%,64.0,35.5,2-1-0,66.7%,17.3,+2.7,2-0-0,100.0%,30.0,+5.0,0-1-0,0.0%,-8.0,-2.0
20,21,69.0,8:00 PM,Knapp Center,206,Fla Gulf Cst,113,Drake,FGCU,Drake,1-2-0,33.3%,-11.3,-2.7,1-1-0,50.0%,-12.5,-1.0,,,,,1-0-0,100.0%,33.5,+11.0,1-0-0,100.0%,33.5,+11.0,,,,
21,22,68.1,2:00 PM,Great Southern Bank Arena,157,Tulsa,185,Missouri St,Tulsa,Missouri State,1-1-0,50.0%,15.3,0.0,,,,,1-1-0,50.0%,16.0,0.0,1-0-0,100.0%,11.0,+10.0,0-0-0,0.0%,29.0,--,1-0-0,100.0%,-7.0,10.0
22,23,67.7,10:00 PM,Bren Events Center,242,Pepperdine,66,Uc Irvine,Pepperdine,,1-1-0,50.0%,-2.5,-1.0,0-1-0,0.0%,-18.0,-9.5,1-0-0,100.0%,13.0,7.5,2-0-0,100.0%,21.7,+18.8,0-0-0,0.0%,30.0,--,1-0-0,100.0%,20.0,23.5
23,24,67.4,5:00 PM,McKillop Court at John M. Belk Arena,215,E Tenn St,122,Davidson,ETSU,Davidson,0-1-0,0.0%,15.0,-16.0,,,,,0-1-0,0.0%,-4.0,-16.0,1-0-0,100.0%,23.5,+0.5,0-0-0,0.0%,41.0,--,,,,
24,25,65.4,5:00 PM,Rock Hill Sports & Event Center,220,Ga Southern,136,Winthrop,,,1-2-1,33.3%,5.5,-1.0,0-1-0,0.0%,-8.0,-2.5,1-1-1,50.0%,10.0,-0.5,2-1-0,66.7%,17.5,+0.3,1-0-0,100.0%,37.5,+4.0,1-0-0,100.0%,-6.0,3.0
25,26,64.0,6:00 PM,Avenir Centre,208,Central Conn,159,Northeastrn,Central Connecticut State,,2-0-0,100.0%,17.0,+19.0,2-0-0,100.0%,1.0,19.0,,,,,3-0-0,100.0%,9.0,+11.7,2-0-0,100.0%,9.5,+12.3,2-0-0,100.0%,2.5,7.5
26,27,62.8,3:30 PM,Moody Coliseum,145,Texas St,225,Abl Christian,Texas State,Abilene Christian,2-0-0,100.0%,18.3,+10.8,1-0-0,100.0%,-5.0,10.0,1-0-0,100.0%,20.0,11.5,0-1-0,0.0%,18.7,-27.0,0-1-0,0.0%,18.7,-27.0,,,,
27,28,61.7,4:00 PM,Mitchell Center,167,Mercer,212,S Alabama,,South Alabama,0-1-0,0.0%,32.7,-22.0,0-1-0,0.0%,-31.0,-22.0,,,,,2-1-0,66.7%,-2.7,+3.2,0-1-0,0.0%,-4.0,-9.5,2-0-0,100.0%,-2.0,9.5
28,29,59.6,3:00 PM,Marriott Center,305,Idaho,27,Byu,Idaho,,0-2-0,0.0%,2.3,-4.8,0-1-0,0.0%,-23.0,-7.5,,,,,2-1-0,66.7%,29.3,+0.3,2-1-0,66.7%,29.3,+0.3,,,,
29,30,59.4,8:00 PM,Carver Arena,283,N Illinois,85,Bradley,Northern Illinois,Bradley,1-1-0,50.0%,22.0,+4.8,0-1-0,0.0%,-15.0,-6.0,,,,,2-1-0,66.7%,8.0,-2.2,2-0-0,100.0%,20.5,+4.5,0-1-0,0.0%,-17.0,-15.5
30,31,58.6,5:00 PM,Amica Mutual Pavilion,292,Wi-Grn Bay,81,Providence,,Providence,2-1-0,66.7%,-4.3,+3.3,2-0-0,100.0%,0.5,10.3,,,,,1-2-0,33.3%,13.3,-8.8,1-2-0,33.3%,13.3,-8.8,,,,
31,32,58.2,12:00 PM,Prudential Center,276,Wagner,111,Seton Hall,Wagner,Seton Hall,1-1-0,50.0%,-0.7,-0.5,1-1-0,50.0%,-22.0,-0.5,,,,,0-3-0,0.0%,0.7,-9.0,0-2-0,0.0%,1.5,-10.5,,,,
32,33,58.1,7:00 PM,Stuart C. Siegel Center,306,Loyola-Md,44,Vcu,,,2-0-0,100.0%,18.7,+9.5,1-0-0,100.0%,18.0,15.5,1-0-0,100.0%,18.0,15.5,2-1-0,66.7%,21.7,+5.8,1-1-0,50.0%,20.0,+1.8,,,,
33,34,55.3,12:00 PM,Sojka Pavilion,195,Richmond,227,Bucknell,Richmond,Bucknell,0-2-0,0.0%,3.0,-15.8,0-1-0,0.0%,-17.0,-15.5,0-1-0,0.0%,-7.0,-16.0,3-1-0,75.0%,-3.5,+1.9,0-1-0,0.0%,-4.0,-11.0,2-0-0,100.0%,-8.0,7.8
34,34,55.3,2:00 PM,Chesapeake Employers Insurance Arena,181,St Peters,247,Maryland Bc,Saint Peters,,3-0-0,100.0%,-7.0,+6.5,3-0-0,100.0%,-7.0,6.5,,,,,1-1-0,50.0%,16.0,-7.3,1-0-0,100.0%,37.7,+12.0,0-1-0,0.0%,-49.0,-26.5
35,36,53.5,7:00 PM,Allen County War Memorial Coliseum,297,S Indiana,114,Ipfw,Southern Indiana,,2-2-0,50.0%,-5.0,+3.0,2-1-0,66.7%,-4.7,5.0,,,,,2-0-0,100.0%,22.3,+6.8,1-0-0,100.0%,37.0,+9.0,1-0-0,100.0%,-7.0,4.5
36,37,52.3,2:00 PM,Worthen Arena,231,Indiana St,219,Ball St,Indiana State,Ball State,0-2-0,0.0%,2.3,-18.8,,,,,0-1-0,0.0%,-5.0,-11.5,1-1-0,50.0%,4.7,+2.8,0-0-0,0.0%,27.0,--,1-1-0,50.0%,-6.5,2.8
37,38,52.1,11:00 AM,KSU Convocation Center,226,Presbyterian,224,Kennesaw St,Presbyterian,Kennesaw State,3-0-0,100.0%,15.0,+8.0,2-0-0,100.0%,-9.0,8.0,,,,,1-0-0,100.0%,26.7,+6.5,0-0-0,0.0%,42.0,--,1-0-0,100.0%,-4.0,6.5
38,39,51.6,2:00 PM,Lloyd Noble Center,340,Stetson,47,Oklahoma,Stetson,Oklahoma,0-2-0,0.0%,-2.0,-13.3,0-1-0,0.0%,-22.0,-19.0,0-1-0,0.0%,-3.0,-7.5,1-1-0,50.0%,24.5,-1.8,1-1-0,50.0%,24.5,-1.8,,,,
39,40,48.2,9:30 PM,Icardo Center,245,Fresno St,230,Cs Bakersfld,Fresno State,,1-0-1,100.0%,1.0,+3.8,1-0-0,100.0%,-5.0,7.5,0-0-1,0.0%,7.0,0.0,1-0-1,100.0%,20.3,+1.3,1-0-0,100.0%,37.0,+2.5,0-0-1,0.0%,-13.0,0.0
40,40,48.2,5:00 PM,Moody Center,364,Miss Val St,21,Texas,Mississippi Valley,Texas,1-1-0,50.0%,-31.3,-16.3,1-1-0,50.0%,-55.5,-16.3,,,,,1-2-0,33.3%,23.3,+1.5,1-1-0,50.0%,39.0,+7.0,,,,
41,42,47.9,3:00 PM,Memorial Gymnasium,338,Jackson St,93,Vanderbilt,Jackson State,Vanderbilt,1-2-0,33.3%,-34.3,-5.8,1-2-0,33.3%,-34.3,-5.8,,,,,2-1-0,66.7%,21.3,-0.2,2-1-0,66.7%,21.3,-0.2,,,,
42,43,47.7,4:00 PM,Reilly Center,332,Le Moyne,107,St Bonavent,Le Moyne,Saint Bonaventure,1-2-0,33.3%,-8.3,-1.7,1-1-0,50.0%,-22.5,7.3,,,,,3-0-0,100.0%,10.7,+4.5,1-0-0,100.0%,14.0,+6.0,,,,
43,44,47.2,10:00 PM,War Memorial at the Sobrato Center,355,Chicago St,63,San Francisco,Chicago State,San Francisco,1-2-0,33.3%,-24.7,-5.5,1-1-0,50.0%,-27.0,-1.0,,,,,2-1-0,66.7%,16.3,+5.0,2-1-0,66.7%,16.3,+5.0,1-0-0,100.0%,11.0,13.0
44,45,46.8,8:00 PM,The Nest,207,Cal St Nrdge,274,Sac State,CSUN,Sacramento State,1-1-0,50.0%,18.7,+6.8,1-1-0,50.0%,4.0,6.8,1-0-0,100.0%,22.0,19.5,2-0-1,100.0%,15.0,+14.3,1-0-0,100.0%,62.0,+40.5,1-0-1,100.0%,-8.5,1.3
45,46,46.5,12:00 PM,Newman Arena at Bartels Hall,298,Lafayette,168,Cornell,Lafayette,Cornell,2-1-0,66.7%,-10.3,-1.0,1-1-0,50.0%,-16.5,-3.5,,,,,1-1-0,50.0%,9.0,-4.8,1-0-0,100.0%,21.5,+4.5,1-1-0,50.0%,-7.0,-4.8
46,47,46.4,7:30 PM,Rock Hill Sports & Event Center,275,Nc Central,204,Wm & Mary,,,1-2-1,33.3%,-11.0,-2.1,1-1-0,50.0%,-16.5,-0.5,0-1-0,0.0%,-6.0,-7.5,2-1-0,66.7%,11.5,-0.2,1-0-0,100.0%,29.5,+9.0,1-0-0,100.0%,-1.0,6.0
47,48,45.0,8:30 PM,America First Events Center,278,Neb Omaha,214,S Utah,Omaha,Southern Utah,3-0-0,100.0%,1.0,+9.8,3-0-0,100.0%,-4.0,9.8,,,,,0-1-0,0.0%,28.7,-2.0,0-1-0,0.0%,28.7,-2.0,,,,
48,49,44.3,1:00 PM,Joan Perry Brock Center,307,Tn Martin,182,Longwood,,Longwood,1-1-0,50.0%,12.3,+3.0,1-1-0,50.0%,-8.0,3.0,,,,,2-0-0,100.0%,14.3,+9.5,2-0-0,100.0%,14.3,+9.5,,,,
49,50,44.1,4:00 PM,Calihan Hall,144,Toledo,331,Detroit,Toledo,Detroit Mercy,2-1-0,66.7%,3.0,+2.3,1-1-0,50.0%,0.0,2.5,2-0-0,100.0%,9.5,5.5,2-0-0,100.0%,7.7,+3.3,1-0-0,100.0%,22.5,+4.5,1-0-0,100.0%,-22.0,2.0
50,51,42.1,3:00 PM,Tudor Fieldhouse,311,Nw State,188,Rice,,Rice,2-0-0,100.0%,1.3,+11.3,2-0-0,100.0%,-18.5,11.3,,,,,3-0-0,100.0%,5.0,+2.7,2-0-0,100.0%,11.5,+3.0,1-0-0,100.0%,-8.0,2.0
51,52,41.6,8:00 PM,Hampton Convocation Center,196,Norfolk St,310,Hampton,Norfolk State,,1-1-0,50.0%,25.5,+4.8,0-1-0,0.0%,-11.0,-9.0,,,,,1-1-0,50.0%,6.7,-0.5,0-0-0,0.0%,57.0,--,1-1-0,50.0%,-18.5,-0.5
52,53,41.1,2:00 PM,Ford Center,267,Radford,249,Evansville,,Evansville,2-1-0,66.7%,-5.3,+1.8,0-1-0,0.0%,-40.0,-19.0,1-0-0,100.0%,12.0,9.0,0-2-0,0.0%,4.3,-4.8,0-0-0,0.0%,47.0,--,0-2-0,0.0%,-17.0,-4.8
53,54,38.3,7:00 PM,Cam Henderson Center,322,Bellarmine,198,Marshall,,Marshall,1-2-0,33.3%,-8.7,-6.5,1-0-0,100.0%,-19.0,2.5,0-2-0,0.0%,-3.5,-11.0,1-1-0,50.0%,12.3,-2.3,1-1-0,50.0%,12.3,-2.3,0-1-0,0.0%,-10.0,-9.0
54,55,37.5,4:00 PM,Convocation Center,287,Ar Lit Rock,248,Utsa,,,0-2-0,0.0%,-4.0,-3.0,0-2-0,0.0%,-16.0,-3.0,,,,,0-1-0,0.0%,6.5,-1.0,0-0-0,0.0%,26.0,--,0-1-0,0.0%,-13.0,-1.0
55,56,37.2,12:00 PM,Schiller Court in Francis S. Levien Gymnasium,349,Mercyhurst,171,Columbia,,,3-0-0,100.0%,6.0,+8.8,2-0-0,100.0%,-6.0,7.3,,,,,2-2-0,50.0%,8.8,+6.1,1-1-0,50.0%,11.0,+0.5,1-0-0,100.0%,10.0,27.0
56,57,35.7,7:00 PM,Pizzitola Sports Center,329,Holy Cross,209,Brown,Holy Cross,Brown,2-1-0,66.7%,-10.3,+5.2,1-1-0,50.0%,-19.0,3.0,,,,,1-2-0,33.3%,5.0,+0.2,1-1-0,50.0%,8.0,+2.0,,,,
57,58,34.8,7:00 PM,Broadview Center,296,Siena,258,Albany,Siena,Albany NY,3-0-0,100.0%,3.7,+8.8,1-0-0,100.0%,2.0,13.0,,,,,1-1-0,50.0%,8.7,+5.8,0-0-0,0.0%,20.0,--,1-1-0,50.0%,3.0,5.8
58,58,34.8,3:00 PM,Jenny Craig Pavilion,262,Idaho St,290,San Diego,Idaho State,UC San Diego,2-0-0,100.0%,3.7,+14.3,2-0-0,100.0%,-6.5,14.3,,,,,1-2-0,33.3%,1.3,+0.2,1-2-0,33.3%,1.3,+0.2,0-1-0,0.0%,-9.0,-7.0
59,60,33.8,9:00 PM,Arena-Auditorium,324,Utah Tech,222,Wyoming,Utah Tech,Wyoming,0-2-0,0.0%,-1.3,-11.0,0-1-0,0.0%,-23.0,-13.5,,,,,1-1-0,50.0%,-3.0,-12.3,1-0-0,100.0%,19.0,+4.0,0-1-0,0.0%,-47.0,-28.5
60,61,33.6,2:00 PM,Moore Gymnasium,284,S Car State,272,Beth-Cook,South Carolina State,Bethune-Cookman,2-2-0,50.0%,24.3,+24.3,0-2-0,0.0%,-15.5,-2.5,2-0-0,100.0%,64.0,51.0,1-2-0,33.3%,-20.0,+2.8,,,,,1-2-0,33.3%,-20.0,2.8
61,62,32.2,3:00 PM,University Arena in Read Fieldhouse,317,Canisius,243,Siu Edward,Canisius,,1-2-0,33.3%,-16.0,-2.7,1-1-0,50.0%,-19.5,-3.3,0-1-0,0.0%,-10.0,-12.0,3-1-0,75.0%,5.2,+9.0,0-0-0,0.0%,53.0,--,3-1-0,75.0%,-6.8,9.0
62,63,30.1,3:00 PM,Wolstein Center,323,E Michigan,251,Cleveland St,Eastern Michigan,Cleveland State,1-1-0,50.0%,2.7,-2.5,1-1-0,50.0%,-8.5,-2.5,,,,,2-1-0,66.7%,-3.8,-1.7,0-0-0,0.0%,38.0,--,2-1-0,66.7%,-17.7,-1.7
63,64,26.3,5:00 PM,The Walter Pyramid,327,Portland,266,Lg Beach St,,Long Beach State,1-1-0,50.0%,-12.7,-8.5,1-0-0,100.0%,-10.0,17.0,,,,,1-1-0,50.0%,4.7,-3.0,0-0-0,0.0%,45.0,--,1-1-0,50.0%,-15.5,-3.0
64,65,25.4,8:00 PM,Gentry Center,304,Alab A&M,300,Tn State,Alabama A&M,,0-0-0,0.0%,41.0,--,,,,,,,,,1-2-0,33.3%,0.8,+3.3,0-0-0,0.0%,30.0,--,1-2-0,33.3%,-9.0,3.3
65,66,23.7,7:00 PM,Knott Arena,343,St Fran (Pa),263,Mt St Marys,,,3-1-0,75.0%,-21.3,+1.5,3-1-0,75.0%,-21.3,1.5,,,,,1-1-0,50.0%,2.0,+0.5,0-0-0,0.0%,36.0,--,1-1-0,50.0%,-15.0,0.5
66,67,22.0,1:00 PM,Case Gym,326,Dartmouth,295,Boston U,Dartmouth,Boston University,1-1-0,50.0%,24.3,-7.8,,,,,1-1-0,50.0%,-4.5,-7.8,0-3-0,0.0%,-17.7,-9.2,0-1-0,0.0%,-8.0,-10.5,0-2-0,0.0%,-22.5,-8.5
67,68,17.4,4:00 PM,Alice P. McDermott Convocation Center,361,Ark Pine Bl,282,Incar Word,Arkansas-Pine Bluff,UIW,1-2-0,33.3%,-13.0,-3.8,1-2-0,33.3%,-31.3,-3.8,,,,,1-1-0,50.0%,14.0,-1.0,0-1-0,0.0%,23.5,-8.5,1-0-0,100.0%,-5.0,6.5
68,69,14.7,2:00 PM,LeRoy A. Ufkes Court at Western Hall,342,Central Ark,320,W Illinois,,Western Illinois,0-2-0,0.0%,-4.7,-4.8,0-2-0,0.0%,-36.5,-4.8,,,,,1-2-0,33.3%,-7.7,-3.0,0-1-0,0.0%,-14.0,-16.0,1-1-0,50.0%,-4.5,3.5
69,70,11.3,4:30 PM,Pizzitola Sports Center,346,N Hampshire,334,Sacred Hrt,New Hampshire,Sacred Heart,0-4-0,0.0%,-12.4,-7.3,0-3-0,0.0%,-28.7,-8.2,,,,,1-3-0,25.0%,-14.8,-2.4,,,,,1-2-0,33.3%,-17.3,0.0
70,71,5.1,11:00 AM,Talmadge L. Hill Field House,357,Njit,350,Morgan St,,Morgan State,1-2-0,33.3%,-18.7,-7.7,0-1-0,0.0%,-37.0,-14.5,,,,,0-2-0,0.0%,4.0,-10.5,0-1-0,0.0%,11.3,-12.5,0-1-0,0.0%,-18.0,-8.5
71,72,--,1:00 PM,Michael B. Fleming Gymnasium,0,North Carolina Wesleyan,156,Nc-Grnsboro,,,,,,,,,,,,,,,2-0-0,100.0%,-2.0,+2.3,1-0-0,100.0%,9.0,+3.5,1-0-0,100.0%,-13.0,1.0
72,72,--,6:30 PM,Island Federal Credit Union Arena,0,St. Joe'S (Brooklyn),316,Stony Brook,,Stony Brook,,,,,,,,,,,,,1-2-0,33.3%,-25.7,-11.0,,,,,1-2-0,33.3%,-25.7,-11.0
73,72,--,1:00 PM,Credit Union 1 Arena,0,St. Mary'S (Mn),130,Il-Chicago,,,,,,,,,,,,,,,2-0-0,100.0%,17.0,+12.0,1-0-0,100.0%,30.0,+18.0,2-0-0,100.0%,1.5,12.0
74,72,--,7:00 PM,University of Dayton Arena,0,Capital,57,Dayton,,Dayton,,,,,,,,,,,,,2-1-0,66.7%,14.3,0.0,2-1-0,66.7%,14.3,0.0,,,,
75,72,--,8:00 PM,Mabee Center,0,Haskell Indian Nations,241,Oral Roberts,,,,,,,,,,,,,,,1-1-0,50.0%,8.0,-3.0,0-0-0,0.0%,56.0,--,1-1-0,50.0%,-16.0,-3.0
76,72,--,2:00 PM,Events Center,0,Misericordia,333,Binghamton,,Binghamton,,,,,,,,,,,,,2-2-0,50.0%,-15.5,-4.3,1-0-0,100.0%,19.0,+1.5,1-2-0,33.3%,-27.0,-6.2
77,72,--,7:00 PM,Nutter Center,0,Central State (Oh),201,Wright St,,Wright State,,,,,,,,,,,,,1-2-0,33.3%,-2.0,-1.5,0-0-0,0.0%,29.0,--,1-2-0,33.3%,-12.3,-1.5
78,72,--,4:30 PM,Sharp Gymnasium,0,Rockford,347,Hsn Christian,,Houston Christian,,,,,,,,,,,,,2-0-0,100.0%,-13.0,+1.5,0-0-0,0.0%,27.0,--,2-0-0,100.0%,-33.0,1.5
79,72,--,4:00 PM,Memorial Hall/Bayhealth Court,0,Cheyney,348,Delaware St,,Delaware State,,,,,,,,,,,,,0-2-0,0.0%,-9.3,-6.8,0-0-0,0.0%,16.0,--,0-2-0,0.0%,-22.0,-6.8
