Away Team Rank_current_season,Home Team Rank_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Home Cover
6,29,-8.5,0.5283,8.5,0.5192,10,0.4,5.4,-1.4,4,0.5,0.3,-3.5,11,0.5,-11.1,-3.5,5,0.4,-16.8,-10.3,-8.5,8.5,1741,0.469,-1.9,-0.3,868,0.496,-4.1,0.3,1780,0.492,-1.2,-0.3,880,0.497,2.1,-0.2,-8.5,8.5,837,0.471,-1.1,-0.1,417,0.495,-3.1,0.5,865,0.49,-1.4,-0.4,423,0.492,1.5,-0.3,17,24,True
11,28,-3.5,0.5283,3.5,0.5192,10,0.3,2.1,-1.2,4,0.5,0.8,-0.5,9,0.444,-13.9,-6.8,4,0.25,-19.5,-15.1,-3.5,3.5,1814,0.501,0.5,-0.1,897,0.515,-2.2,0.1,1794,0.505,1.0,0.1,886,0.524,5.0,0.7,-3.5,3.5,861,0.491,-1.3,-0.6,422,0.496,-3.6,-0.4,860,0.514,2.2,0.4,420,0.521,5.5,0.9,23,28,False
24,2,15.0,0.5192,-15.0,0.5283,11,0.273,-5.5,-4.9,4,0.5,-5.8,-4.3,11,0.546,10.5,1.0,4,0.5,8.0,-0.9,15.0,-15.0,1817,0.482,-1.4,-0.4,908,0.471,-4.4,-0.4,1948,0.519,3.0,0.6,966,0.496,5.2,0.1,15.0,-15.0,871,0.483,-1.0,-0.6,435,0.469,-3.7,-0.8,953,0.546,4.3,1.0,467,0.531,6.3,0.6,0,1,False
6,17,7.0,0.5283,-7.0,0.5192,11,0.546,9.4,7.0,5,0.4,8.4,7.8,10,0.6,-0.3,-2.6,5,1.0,9.6,5.7,7.0,-7.0,1799,0.512,-0.4,0.3,895,0.503,-3.1,0.4,1874,0.472,0.3,-0.4,922,0.471,3.5,0.0,7.0,-7.0,859,0.507,-0.6,0.3,424,0.483,-3.2,-0.2,861,0.475,-1.8,-0.3,415,0.482,0.8,0.3,14,13,False
12,13,7.5,0.5238,-7.5,0.5238,11,0.364,2.6,-0.8,5,0.6,2.2,0.1,11,0.5,2.3,-2.4,4,0.333,4.3,-3.3,7.5,-7.5,1815,0.501,0.5,-0.1,898,0.516,-2.2,0.1,1729,0.494,-2.4,-0.4,857,0.469,0.1,-0.7,7.5,-7.5,862,0.492,-1.3,-0.6,423,0.498,-3.6,-0.4,820,0.504,-2.4,-0.3,403,0.463,-1.1,-1.2,23,25,True
16,10,4.5,0.5238,-4.5,0.5238,11,0.636,1.5,3.7,4,1.0,4.0,11.4,11,0.546,4.9,2.5,6,0.667,10.5,5.0,4.5,-4.5,1817,0.49,0.8,-0.1,895,0.496,-1.9,0.2,1820,0.495,1.3,0.2,902,0.485,4.1,0.0,4.5,-4.5,889,0.507,2.9,0.2,432,0.529,0.9,0.9,884,0.489,0.3,-0.3,435,0.488,2.8,-0.1,12,10,True
15,11,-2.0,0.5192,2.0,0.5283,10,0.6,-2.6,-3.2,6,0.5,-7.2,-7.6,12,0.417,3.7,2.3,5,0.8,19.6,10.4,-2.0,2.0,1831,0.511,0.6,0.3,910,0.499,-2.7,-0.1,1779,0.497,-1.4,-0.1,875,0.482,1.2,-0.4,-2.0,2.0,857,0.516,0.4,0.5,423,0.508,-2.3,0.1,830,0.504,-3.6,-0.1,401,0.481,-1.4,-0.3,11,21,True
23,14,5.5,0.5349,-5.5,0.5122,12,0.583,-2.2,2.8,5,0.6,0.6,5.6,11,0.364,-3.4,-5.3,5,0.4,3.8,-1.3,5.5,-5.5,1803,0.492,-1.1,-0.2,899,0.494,-3.8,-0.1,1809,0.491,0.2,-0.5,891,0.479,2.9,-0.5,5.5,-5.5,814,0.491,-3.6,-0.1,407,0.481,-6.1,-0.3,902,0.496,2.7,-0.5,439,0.494,5.4,-0.1,8,16,
2,25,-8.5,0.5283,8.5,0.5192,12,0.5,9.6,-0.5,7,0.571,12.0,2.1,11,0.818,-0.8,5.4,5,0.8,0.8,3.6,-8.5,8.5,1949,0.519,3.0,0.6,955,0.542,0.6,1.1,1790,0.492,-2.1,-0.4,886,0.472,0.0,-1.0,-8.5,8.5,954,0.545,4.3,1.0,459,0.559,2.2,1.2,847,0.498,-2.0,0.0,416,0.461,-0.3,-0.6,1,2,False
9,28,-9.0,0.5238,9.0,0.5238,11,0.364,3.6,-3.3,5,0.4,-2.6,-7.4,12,0.546,-9.0,-1.3,6,0.5,-11.7,-4.8,-9.0,9.0,1742,0.468,-1.9,-0.4,869,0.495,-4.1,0.3,1781,0.493,-1.2,-0.3,881,0.498,2.1,-0.2,-9.0,9.0,838,0.471,-1.2,-0.1,418,0.494,-3.1,0.5,866,0.491,-1.4,-0.4,424,0.493,1.6,-0.2,17,24,True
26,5,8.0,0.5122,-8.0,0.5349,11,0.455,-5.5,-0.2,6,0.5,-2.3,3.2,10,0.5,4.1,0.9,3,0.667,13.7,9.0,8.0,-8.0,1790,0.499,-0.4,0.1,894,0.516,-2.5,0.8,1744,0.507,-2.1,0.2,870,0.491,0.0,-0.4,8.0,-8.0,831,0.489,-1.9,-0.4,414,0.5,-3.2,0.5,833,0.504,-2.4,0.4,415,0.482,-0.7,-0.1,4,19,False
3,20,-9.5,0.5238,9.5,0.5238,12,0.75,12.0,6.0,6,0.833,11.8,7.5,10,0.2,-8.0,-6.3,5,0.0,-10.4,-10.9,-9.5,9.5,1862,0.491,0.2,-0.3,929,0.488,-2.8,-0.5,1800,0.504,-1.1,0.1,891,0.508,1.6,-0.1,-9.5,9.5,905,0.473,0.6,-0.4,450,0.462,-1.9,-0.5,879,0.522,0.0,0.4,432,0.556,2.9,0.8,5,22,True
21,1,14.5,0.5238,-14.5,0.5238,11,0.182,-9.5,-9.1,5,0.0,-16.0,-16.6,11,0.636,12.2,4.2,6,0.5,11.0,1.7,14.5,-14.5,1755,0.501,-1.0,0.3,872,0.503,-3.3,0.7,1834,0.525,0.9,0.3,910,0.522,4.1,0.4,14.5,-14.5,839,0.499,-0.4,0.4,414,0.504,-2.1,0.9,864,0.522,1.1,0.3,424,0.526,4.2,1.0,18,20,True
30,19,9.5,0.5192,-9.5,0.5283,9,0.222,-13.7,-3.9,4,0.25,-16.0,-6.4,11,0.546,-0.1,2.5,6,0.667,6.7,6.6,9.5,-9.5,1768,0.474,-2.4,-0.3,881,0.483,-5.5,-0.6,1905,0.522,3.7,0.5,944,0.54,7.0,0.8,9.5,-9.5,845,0.476,-2.1,-0.5,419,0.465,-5.0,-1.2,857,0.507,1.0,0.2,417,0.519,3.8,0.4,29,26,False
7,29,-9.5,0.5283,9.5,0.5192,11,0.4,3.4,-0.7,4,0.333,-2.8,-1.5,10,0.4,-13.3,-6.4,5,0.2,-17.2,-12.6,-9.5,9.5,1863,0.514,2.0,0.1,926,0.545,-0.6,0.4,1795,0.505,1.0,0.1,887,0.524,5.0,0.7,-9.5,9.5,877,0.512,0.6,0.4,431,0.541,-1.6,0.9,861,0.513,2.2,0.4,421,0.52,5.4,0.9,6,28,True
11,12,-1.5,0.5283,1.5,0.5192,12,0.333,2.7,-4.5,6,0.333,-3.5,-9.2,12,0.546,4.0,-1.0,5,0.5,8.0,0.4,-1.5,1.5,1743,0.468,-1.9,-0.4,870,0.495,-4.1,0.2,1730,0.494,-2.4,-0.4,858,0.47,0.2,-0.7,-1.5,1.5,839,0.47,-1.2,-0.1,419,0.493,-3.1,0.4,821,0.504,-2.4,-0.3,404,0.464,-1.0,-1.2,17,25,False
6,4,7.5,0.5283,-7.5,0.5192,12,0.583,8.2,6.6,6,0.5,6.2,6.8,11,0.818,11.1,9.6,4,0.75,7.0,3.8,7.5,-7.5,1800,0.512,-0.4,0.3,896,0.503,-3.1,0.4,1863,0.518,2.3,0.3,934,0.537,5.7,0.7,7.5,-7.5,860,0.508,-0.6,0.3,425,0.485,-3.2,-0.2,947,0.51,5.3,0.1,477,0.527,8.1,0.5,14,9,False
17,8,4.5,0.5192,-4.5,0.5283,12,0.583,0.7,3.1,5,0.8,1.6,8.5,12,0.583,5.2,2.5,7,0.714,10.1,4.7,4.5,-4.5,1818,0.489,0.8,-0.1,896,0.496,-1.9,0.2,1821,0.495,1.3,0.2,903,0.486,4.1,0.0,4.5,-4.5,890,0.506,2.9,0.2,433,0.528,0.9,0.9,885,0.489,0.3,-0.3,436,0.49,2.8,-0.1,12,10,True
18,16,4.0,0.5192,-4.0,0.5283,10,0.4,-1.0,-2.1,6,0.667,1.8,1.6,11,0.546,-2.7,-3.2,4,0.75,4.3,3.4,4.0,-4.0,1945,0.513,1.8,0.1,954,0.529,-0.9,0.3,1832,0.511,0.6,0.3,906,0.523,4.1,0.8,4.0,-4.0,905,0.514,0.8,0.2,438,0.544,-1.3,0.8,858,0.516,0.4,0.5,419,0.526,3.2,0.9,15,11,False
15,19,-3.0,0.5283,3.0,0.5192,11,0.546,0.2,-2.5,5,0.2,-10.2,-10.9,12,0.5,0.7,2.3,7,0.571,7.0,5.6,-3.0,3.0,1875,0.472,0.3,-0.4,921,0.474,-3.1,-0.9,1906,0.522,3.7,0.5,945,0.54,7.0,0.8,-3.0,3.0,862,0.474,-1.8,-0.3,415,0.468,-4.9,-0.9,858,0.507,1.0,0.2,418,0.518,3.9,0.4,13,26,False
13,1,7.5,0.5192,-7.5,0.5283,12,0.333,0.5,-2.0,6,0.5,-2.0,-2.4,12,0.667,12.7,4.2,7,0.571,12.0,1.9,7.5,-7.5,1816,0.501,0.5,-0.1,899,0.515,-2.2,0.1,1835,0.525,0.9,0.3,911,0.523,4.1,0.4,7.5,-7.5,863,0.491,-1.3,-0.6,424,0.496,-3.6,-0.4,865,0.523,1.1,0.3,425,0.528,4.2,1.0,23,20,True
9,21,-4.5,0.5238,4.5,0.5238,10,0.444,2.9,-1.1,3,0.333,1.3,-2.2,12,0.167,-10.3,-8.6,6,0.333,-4.2,-2.8,-4.5,4.5,1841,0.514,1.9,0.2,904,0.502,-2.0,-0.3,1756,0.501,-1.0,0.3,874,0.502,1.4,-0.1,-4.5,4.5,891,0.498,1.6,-0.1,427,0.493,-1.7,-0.6,840,0.498,-0.4,0.4,416,0.5,1.5,0.1,7,18,True
27,5,9.5,0.5238,-9.5,0.5238,12,0.75,-2.8,3.7,6,0.833,-2.2,6.9,11,0.455,3.6,0.0,4,0.5,10.0,4.4,9.5,-9.5,1791,0.491,-2.1,-0.4,888,0.51,-4.2,0.2,1745,0.507,-2.1,0.1,871,0.491,0.0,-0.4,9.5,-9.5,848,0.497,-2.0,0.0,416,0.533,-3.5,0.6,834,0.504,-2.4,0.4,416,0.481,-0.7,-0.1,2,19,False
20,10,2.5,0.5238,-2.5,0.5238,11,0.273,-8.0,-5.5,5,0.4,-5.6,-1.7,13,0.462,3.7,2.3,6,0.833,17.0,9.2,2.5,-2.5,1801,0.504,-1.1,0.1,896,0.503,-3.7,0.2,1780,0.497,-1.4,-0.1,876,0.483,1.2,-0.4,2.5,-2.5,880,0.523,0.0,0.4,434,0.494,-2.9,0.1,831,0.505,-3.6,-0.1,402,0.482,-1.4,-0.3,22,21,True
23,26,-1.5,0.5192,1.5,0.5283,13,0.583,-2.5,2.6,6,0.6,-0.7,4.7,12,0.667,-8.0,1.0,5,0.8,-5.4,2.3,-1.5,1.5,1804,0.492,-1.1,-0.2,900,0.494,-3.8,-0.1,1802,0.505,0.4,0.2,893,0.491,3.0,-0.1,-1.5,1.5,815,0.491,-3.6,-0.1,408,0.481,-6.1,-0.3,898,0.502,2.3,0.2,441,0.497,4.6,0.0,8,27,False
24,3,10.5,0.5192,-10.5,0.5283,12,0.5,-5.0,0.6,7,0.571,-1.9,4.1,13,0.692,11.7,5.3,6,0.667,12.2,4.6,10.5,-10.5,1791,0.5,-0.4,0.1,895,0.517,-2.5,0.8,1863,0.491,0.2,-0.3,932,0.494,3.2,-0.1,10.5,-10.5,832,0.49,-1.9,-0.4,415,0.501,-3.2,0.5,906,0.472,0.6,-0.4,454,0.482,2.9,-0.4,4,5,True
30,22,9.0,0.5192,-9.0,0.5283,10,0.3,-13.2,-3.5,5,0.4,-14.6,-5.0,12,0.333,-5.0,-3.1,7,0.143,-5.4,-5.3,9.0,-9.0,1769,0.475,-2.4,-0.3,882,0.484,-5.5,-0.6,1818,0.483,-1.4,-0.4,907,0.495,1.5,-0.4,9.0,-9.0,846,0.477,-2.1,-0.5,420,0.466,-5.0,-1.2,872,0.484,-1.0,-0.6,435,0.499,1.8,-0.4,29,0,True
19,8,10.5,0.5192,-10.5,0.5283,13,0.462,0.2,1.9,5,0.4,-8.2,-2.3,12,0.364,2.9,-1.5,7,0.429,6.9,-0.3,10.5,-10.5,1907,0.522,3.7,0.5,947,0.507,0.6,0.3,1864,0.514,2.0,0.1,921,0.485,4.9,-0.2,10.5,-10.5,859,0.506,1.0,0.2,426,0.499,-1.7,0.0,878,0.512,0.6,0.4,430,0.487,2.9,0.0,26,6,True
15,24,-3.5,0.5283,3.5,0.5192,12,0.364,-2.5,-4.8,6,0.333,-9.3,-8.6,11,0.546,-5.0,1.1,6,0.5,-1.2,3.6,-3.5,3.5,1810,0.491,0.2,-0.5,897,0.504,-2.6,-0.3,1625,0.493,-3.5,-0.1,809,0.491,-0.6,0.0,-3.5,3.5,903,0.496,2.7,-0.5,442,0.501,0.1,-0.6,813,0.484,-2.7,-0.3,403,0.477,-0.4,-0.4,16,3,True
14,21,-7.0,0.5192,7.0,0.5283,12,0.583,0.6,-2.1,6,0.333,-7.7,-8.7,13,0.231,-8.9,-7.3,7,0.429,-2.6,-1.1,-7.0,7.0,1876,0.472,0.3,-0.4,922,0.474,-3.1,-0.9,1757,0.501,-1.0,0.3,875,0.502,1.4,-0.1,-7.0,7.0,863,0.475,-1.8,-0.3,416,0.47,-4.9,-0.9,841,0.499,-0.4,0.4,417,0.501,1.5,0.1,13,18,True
29,12,10.5,0.5122,-10.5,0.5349,11,0.455,-11.9,-4.9,5,0.6,-9.4,-0.1,13,0.5,3.4,-1.1,6,0.4,6.0,-0.1,10.5,-10.5,1796,0.505,1.0,0.1,892,0.488,-2.9,-0.5,1731,0.494,-2.4,-0.4,859,0.469,0.2,-0.7,10.5,-10.5,862,0.514,2.2,0.5,424,0.512,-1.0,0.0,822,0.504,-2.4,-0.3,405,0.463,-1.0,-1.2,28,25,False
27,2,16.5,0.5192,-16.5,0.5283,13,0.615,-7.7,0.8,7,0.571,-9.9,0.1,13,0.539,10.8,0.7,5,0.4,6.2,-4.1,16.5,-16.5,1803,0.505,0.4,0.2,889,0.518,-2.3,0.5,1950,0.519,3.0,0.6,967,0.495,5.2,0.1,16.5,-16.5,899,0.501,2.3,0.2,437,0.505,-0.1,0.4,955,0.546,4.3,1.0,468,0.53,6.3,0.6,27,1,False
11,6,5.5,0.5283,-5.5,0.5192,11,0.4,2.0,-1.8,4,0.25,-0.8,-3.9,13,0.615,7.2,6.2,6,0.667,10.2,6.3,5.5,-5.5,1842,0.514,1.9,0.2,905,0.502,-2.0,-0.3,1801,0.512,-0.4,0.3,895,0.523,2.4,0.2,5.5,-5.5,892,0.498,1.6,-0.1,428,0.492,-1.7,-0.7,861,0.508,-0.6,0.3,426,0.535,2.1,0.7,7,14,True
13,10,7.5,0.5349,-7.5,0.5122,13,0.308,-0.8,-2.5,7,0.429,-4.0,-3.3,13,0.385,2.8,-4.0,6,0.333,8.8,0.1,7.5,-7.5,1817,0.501,0.5,-0.1,900,0.515,-2.2,0.1,1744,0.468,-1.9,-0.4,871,0.441,0.4,-1.0,7.5,-7.5,864,0.491,-1.3,-0.6,425,0.495,-3.7,-0.4,840,0.471,-1.2,-0.1,418,0.448,0.8,-0.7,23,17,False
16,17,3.5,0.5192,-3.5,0.5283,11,0.455,0.3,-0.3,7,0.714,3.4,3.9,12,0.5,-3.6,-4.4,5,0.6,0.8,-0.8,3.5,-3.5,1946,0.513,1.8,0.1,955,0.529,-0.9,0.3,1833,0.51,0.6,0.3,907,0.523,4.0,0.8,3.5,-3.5,906,0.514,0.8,0.2,439,0.545,-1.2,0.8,859,0.515,0.3,0.4,420,0.525,3.2,0.9,15,11,True
8,1,7.5,0.5238,-7.5,0.5238,13,0.417,4.0,-1.1,5,0.25,-2.6,-3.1,13,0.692,12.9,4.5,8,0.625,12.5,2.8,7.5,-7.5,1865,0.514,2.1,0.1,927,0.544,-0.6,0.4,1836,0.525,1.0,0.3,912,0.523,4.1,0.4,7.5,-7.5,879,0.512,0.6,0.4,432,0.54,-1.6,0.8,866,0.524,1.1,0.4,426,0.529,4.2,1.0,6,20,False
26,5,9.5,0.5238,-9.5,0.5238,13,0.769,-2.8,3.9,7,0.857,-2.1,6.9,12,0.417,3.5,-0.6,5,0.4,8.4,2.2,9.5,-9.5,1792,0.492,-2.1,-0.4,889,0.51,-4.2,0.2,1746,0.507,-2.1,0.1,872,0.49,0.0,-0.4,9.5,-9.5,849,0.498,-2.0,0.0,417,0.534,-3.5,0.6,835,0.503,-2.4,0.4,417,0.479,-0.7,-0.1,2,19,
7,25,-4.5,0.5283,4.5,0.5192,13,0.615,6.4,3.5,5,0.4,-1.8,-0.6,13,0.462,-6.0,0.0,5,0.4,-9.4,-4.2,-4.5,4.5,1822,0.496,1.3,0.2,897,0.506,-1.4,0.4,1792,0.499,-0.4,0.1,894,0.483,1.6,-0.7,-4.5,4.5,886,0.49,0.3,-0.3,428,0.492,-2.2,-0.4,833,0.489,-1.9,-0.4,415,0.478,-0.6,-1.4,10,4,False
22,28,-3.5,0.5283,3.5,0.5192,13,0.385,-3.7,-2.7,5,0.6,-4.4,0.0,13,0.583,-7.7,0.2,7,0.571,-8.9,-1.5,-3.5,3.5,1819,0.483,-1.4,-0.4,909,0.471,-4.4,-0.4,1782,0.493,-1.2,-0.3,882,0.498,2.1,-0.1,-3.5,3.5,873,0.484,-0.9,-0.6,436,0.47,-3.7,-0.7,867,0.491,-1.4,-0.4,425,0.494,1.6,-0.2,0,24,True
24,3,11.5,0.5238,-11.5,0.5238,12,0.583,-4.5,1.4,5,0.6,-9.6,-1.9,14,0.714,12.1,5.5,7,0.714,13.0,5.1,11.5,-11.5,1626,0.493,-3.5,-0.1,815,0.494,-6.4,-0.2,1864,0.491,0.2,-0.3,933,0.494,3.2,-0.1,11.5,-11.5,814,0.485,-2.6,-0.3,409,0.49,-4.9,-0.3,907,0.473,0.6,-0.4,455,0.483,3.0,-0.4,3,5,True
23,30,-5.5,0.5238,5.5,0.5238,14,0.615,-2.1,2.5,7,0.667,0.0,4.2,11,0.273,-13.1,-3.4,5,0.2,-11.8,-2.0,-5.5,5.5,1805,0.493,-1.1,-0.2,901,0.494,-3.7,-0.1,1770,0.474,-2.4,-0.3,878,0.468,0.7,0.0,-5.5,5.5,816,0.491,-3.6,-0.1,409,0.482,-6.1,-0.3,847,0.476,-2.1,-0.5,417,0.493,0.9,0.2,8,29,False
