Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
Utah Valley,125-102-2,55.1%,3.2,1.8,81-63-2,56.3%,0.8,2.4,56-45-0,55.5%,2.3,1.6,51-37-1,58.0%,4.6,2.7,73-63-1,53.7%,2.3,1.2,63-49-2,56.3%,-3.5,1.6,60-51-1,54.1%,-5.9,2.0,65-49-1,57.0%,8.5,1.6,51-40-0,56.0%,10.7,2.6,5-10-0,33.3%,-5.9,-2.5,31-17-0,64.6%,7.2,3.3,24-23-0,51.1%,9.2,+0.1,20-16-0,55.6%,2.3,1.6,33-30-2,52.4%,3.1,1.9
SE Louisiana,107-88-2,54.9%,-1.9,-0.2,56-53-2,51.4%,-2.4,-0.7,35-28-1,55.6%,-1.6,-1.3,61-37-2,62.2%,-2.2,0.5,44-49-0,47.3%,-2.0,-1.0,62-47-0,56.9%,-8.5,0.3,72-50-0,59.0%,-10.2,0.2,35-38-2,48.0%,4.3,-0.9,32-30-2,51.6%,7.2,-0.8,5-7-0,41.7%,-5.0,-2.9,21-19-1,52.5%,-3.5,0.7,30-16-0,65.2%,3.5,+1.4,21-19-0,52.5%,-7.6,-1.0,46-34-0,57.5%,-0.9,0.5
TX A&M-CC,113-94-1,54.6%,2.3,0.9,63-56-1,52.9%,1.1,1.4,37-29-0,56.1%,3.2,0.2,49-39-0,55.7%,1.4,1.2,63-53-1,54.3%,2.3,0.9,59-44-1,57.3%,-3.6,1.8,64-51-0,55.7%,-7.5,1.7,49-42-1,53.9%,6.2,-0.1,39-35-0,52.7%,9.2,0.4,8-5-0,61.5%,0.9,4.1,25-19-1,56.8%,1.1,-0.7,18-23-0,43.9%,7.3,-2.3,32-15-0,68.1%,-2.5,2.5,43-41-0,51.2%,2.3,1.8
North Texas,157-131-5,54.5%,3.9,0.8,97-87-5,52.7%,1.1,0.4,72-52-2,58.1%,5.3,1.6,62-57-2,52.1%,0.1,-0.2,92-74-3,55.4%,5.2,1.5,67-55-4,54.9%,-3.4,0.7,69-60-2,53.5%,-6.6,1.1,88-70-3,55.7%,8.5,0.7,70-60-1,53.9%,9.8,1.0,8-13-0,38.1%,0.3,-2.7,49-30-3,62.0%,2.4,1.8,34-22-0,60.7%,11.2,+2.0,26-22-0,54.2%,2.3,1.3,28-36-0,43.8%,3.9,-0.6
Florida A&M,104-87-0,54.5%,-8.6,0.8,56-50-0,52.8%,-7.9,0.1,47-43-0,52.2%,-7.4,0.5,71-52-0,57.7%,-9.2,1.6,31-30-0,50.8%,-5.9,-0.5,63-52-0,54.8%,-13.8,0.7,87-62-0,58.4%,-11.5,1.8,16-25-0,39.0%,2.9,-3.1,34-32-0,51.5%,-0.2,0.7,6-5-0,54.6%,-13.3,1.0,30-27-0,52.6%,-7.6,0.2,21-22-0,48.8%,-7.4,-0.3,27-15-0,64.3%,-11.7,3.7,21-12-0,63.6%,-11.8,2.4
NW State,101-85-5,54.3%,-4.5,0.7,61-53-2,53.5%,-5.4,1.6,36-24-2,60.0%,-1.6,0.4,57-47-2,54.8%,-6.2,0.5,42-35-3,54.6%,-1.9,1.5,63-44-3,58.9%,-10.9,0.9,75-64-2,54.0%,-12.5,0.3,25-21-3,54.4%,6.4,1.5,33-31-1,51.6%,3.2,0.8,10-5-0,66.7%,-9.5,3.4,15-18-3,45.5%,-5.9,0.1,17-16-2,51.5%,0.9,-1.6,23-16-1,59.0%,-9.3,0.0,40-38-0,51.3%,-5.6,0.7
TX-Arlington,158-133-7,54.3%,3.1,0.8,95-95-5,50.0%,0.8,-0.1,63-56-2,52.9%,4.9,1.3,69-54-4,56.1%,1.4,1.2,84-77-3,52.2%,4.2,0.6,78-72-3,52.0%,-3.0,1.3,75-56-3,57.3%,-5.6,2.7,81-75-4,51.9%,5.7,-0.8,67-51-3,56.8%,10.0,0.4,6-12-1,33.3%,-3.1,-4.4,47-40-4,54.0%,2.0,-0.1,30-20-1,60.0%,11.5,+2.6,33-18-1,64.7%,0.2,2.7,42-25-0,62.7%,2.7,2.7
Oakland,170-144-4,54.1%,1.5,-0.1,101-76-4,57.1%,1.6,0.0,61-50-1,55.0%,1.2,0.8,62-73-1,45.9%,-1.7,-1.0,102-69-3,59.7%,3.7,0.5,87-67-3,56.5%,-3.0,0.8,83-54-2,60.6%,-7.5,1.0,87-89-2,49.4%,6.0,-0.9,63-63-1,50.0%,6.8,-1.5,18-14-1,56.3%,1.0,-0.4,42-44-2,48.8%,0.6,-1.5,35-35-0,50.0%,4.6,+0.7,34-33-0,50.8%,-2.3,-1.0,49-36-0,57.7%,3.0,0.4
Connecticut,177-150-5,54.1%,7.4,0.9,75-64-3,54.0%,7.4,1.0,53-36-1,59.6%,9.9,1.7,45-64-1,41.3%,3.6,-1.1,126-84-4,60.0%,8.5,1.8,52-52-0,50.0%,-0.5,-0.4,43-49-2,46.7%,-7.1,-1.1,132-99-3,57.1%,13.0,1.6,80-70-4,53.3%,13.4,0.6,10-14-1,41.7%,-0.2,-0.6,13-10-0,56.5%,6.0,1.7,49-42-2,53.9%,7.7,+0.4,53-44-0,54.6%,7.1,1.1,101-90-3,52.9%,7.3,0.6
St Marys,170-145-7,54.0%,10.1,1.1,95-87-3,52.2%,8.3,0.7,77-60-3,56.2%,11.6,1.2,42-28-1,60.0%,8.8,1.5,126-111-6,53.2%,10.1,1.1,56-39-2,59.0%,6.6,1.9,24-32-1,42.9%,-7.8,-1.6,144-113-6,56.0%,12.9,1.4,89-73-4,54.9%,15.2,1.6,5-8-0,38.5%,0.0,-1.6,43-50-2,46.2%,6.4,-0.5,42-30-2,58.3%,13.4,+1.7,33-28-2,54.1%,11.1,1.4,45-27-2,62.5%,13.4,3.2
Stony Brook,117-100-7,53.9%,2.1,0.0,74-53-4,58.3%,1.2,0.9,36-30-1,54.6%,1.1,0.5,54-36-3,60.0%,2.7,1.6,61-59-4,50.8%,2.1,-0.9,66-51-2,56.4%,-2.9,0.2,60-51-1,54.1%,-8.0,0.7,54-47-6,53.5%,5.9,-0.8,42-44-5,48.8%,7.8,-0.6,11-5-0,68.8%,1.7,4.3,15-17-0,46.9%,0.8,-0.7,19-24-0,44.2%,4.0,-2.8,24-23-3,51.1%,2.0,0.1,55-48-6,53.4%,2.9,-0.7
S Car State,105-90-4,53.9%,-6.2,0.8,58-44-3,56.9%,-6.1,0.7,43-34-1,55.8%,-3.3,0.7,66-57-3,53.7%,-6.9,0.5,35-30-1,53.9%,-5.9,0.6,63-58-0,52.1%,-13.7,0.3,85-62-4,57.8%,-12.2,1.6,20-27-0,42.6%,4.5,-1.1,31-26-3,54.4%,4.9,2.4,8-2-1,80.0%,-7.7,2.9,27-28-1,49.1%,-6.1,0.4,17-17-0,50.0%,-1.2,+1.3,30-29-1,50.9%,-11.0,0.8,27-26-1,50.9%,-10.9,1.0
Maine,100-86-4,53.8%,-7.6,-0.2,54-44-2,55.1%,-9.3,1.0,21-31-0,40.4%,-10.8,-2.2,67-53-2,55.8%,-6.6,0.8,29-29-2,50.0%,-8.7,-2.6,66-55-1,54.6%,-12.9,-0.5,84-71-4,54.2%,-10.9,0.3,16-14-0,53.3%,2.0,-2.3,30-30-2,50.0%,-0.5,0.3,4-3-1,57.1%,-5.8,0.3,13-6-0,68.4%,-1.4,1.5,16-22-0,42.1%,-1.5,-2.6,30-20-2,60.0%,-9.8,-0.7,62-46-3,57.4%,-7.7,0.4
GA Tech,165-142-4,53.8%,-0.2,0.4,78-69-2,53.1%,-2.7,0.2,40-30-1,57.1%,4.7,2.0,86-67-0,56.2%,-0.9,0.5,72-72-4,50.0%,-0.3,0.0,67-50-1,57.3%,-5.8,1.7,107-92-3,53.8%,-6.3,0.7,57-50-1,53.3%,8.6,-0.2,83-75-2,52.5%,4.1,-0.3,1-5-0,16.7%,-7.3,-2.2,16-16-0,50.0%,-0.3,-0.9,38-30-1,55.9%,4.8,+0.7,49-43-1,53.3%,-0.3,0.4,108-91-3,54.3%,-1.7,0.1
Hofstra,159-137-5,53.7%,5.7,0.6,98-109-3,47.3%,3.7,-0.7,63-46-1,57.8%,5.3,1.0,48-44-2,52.2%,5.6,0.6,107-92-2,53.8%,5.5,0.7,85-50-4,63.0%,2.8,2.3,49-34-3,59.0%,-4.0,2.0,108-103-2,51.2%,7.0,-0.1,53-64-1,45.3%,9.9,-1.1,10-15-0,40.0%,1.2,-2.2,37-35-3,51.4%,6.2,0.5,36-19-1,65.5%,10.4,+2.7,25-9-1,73.5%,8.3,5.4,49-41-1,54.4%,7.0,1.0
Longwood,109-94-3,53.7%,-0.9,1.1,64-58-3,52.5%,-3.4,0.9,33-28-1,54.1%,-1.1,1.0,40-46-2,46.5%,-4.2,0.5,67-46-1,59.3%,2.8,1.6,50-56-1,47.2%,-7.3,0.1,53-48-2,52.5%,-7.2,2.2,56-44-1,56.0%,6.7,0.2,47-30-2,61.0%,6.1,2.2,14-11-0,56.0%,0.7,2.3,18-15-1,54.6%,-1.3,0.3,24-20-0,54.6%,5.2,+1.0,21-16-0,56.8%,-2.5,1.6,44-40-1,52.4%,-1.0,1.0
Boise St,164-142-6,53.6%,7.3,1.4,77-72-3,51.7%,4.6,0.6,40-42-1,48.8%,7.3,-0.1,56-41-2,57.7%,7.7,1.9,104-98-4,51.5%,6.4,1.2,69-54-2,56.1%,1.2,1.4,57-42-2,57.6%,-3.0,1.9,105-98-4,51.7%,10.0,1.2,71-61-3,53.8%,14.7,2.0,10-6-1,62.5%,3.1,2.8,15-11-0,57.7%,8.6,1.7,45-42-0,51.7%,10.0,+0.6,42-28-3,60.0%,9.2,3.9,99-83-4,54.4%,7.5,1.9
Davidson,161-140-3,53.5%,5.3,0.5,74-65-2,53.2%,5.2,0.7,39-40-0,49.4%,4.9,-1.3,55-53-2,50.9%,4.8,0.9,104-83-1,55.6%,4.7,0.4,64-55-1,53.8%,0.5,0.7,44-49-2,47.3%,-6.4,-0.8,116-88-1,56.9%,9.1,1.2,68-60-1,53.1%,12.0,1.2,8-11-1,42.1%,-1.0,-4.1,8-5-0,61.5%,5.2,1.4,53-38-1,58.2%,6.6,+0.1,34-37-0,47.9%,3.5,0.5,106-84-2,55.8%,6.2,1.6
Toledo,169-147-1,53.5%,6.3,0.7,102-91-1,52.9%,5.2,0.4,30-33-0,47.6%,6.7,-0.6,47-54-1,46.5%,4.5,-0.8,116-89-0,56.6%,7.1,1.3,81-60-1,57.5%,1.9,1.2,46-30-1,60.5%,-2.5,2.2,120-112-0,51.7%,8.2,0.4,70-68-0,50.7%,11.9,0.9,9-12-0,42.9%,2.5,-2.0,3-1-0,75.0%,14.3,0.3,36-33-0,52.2%,10.1,+2.0,31-23-0,57.4%,4.9,0.0,127-101-1,55.7%,6.4,1.3
Michigan St,185-161-3,53.5%,8.0,0.4,66-74-0,47.1%,4.6,-0.7,53-50-0,51.5%,8.9,0.0,59-39-1,60.2%,7.9,1.4,123-113-2,52.1%,8.1,0.3,49-54-2,47.6%,0.7,-1.2,38-45-1,45.8%,-5.0,-0.3,147-115-2,56.1%,11.9,0.6,96-62-1,60.8%,15.3,1.4,10-12-0,45.5%,2.3,0.1,15-11-1,57.7%,7.7,1.1,54-46-1,54.0%,9.3,+0.9,65-41-2,61.3%,11.0,1.3,107-88-2,54.9%,8.2,0.5
UC Irvine,163-142-11,53.4%,6.8,0.8,91-83-5,52.3%,5.0,0.5,63-55-5,53.4%,6.5,-0.2,45-44-3,50.6%,7.0,0.9,117-92-8,56.0%,6.7,1.0,78-72-5,52.0%,0.9,0.9,45-41-2,52.3%,-5.0,1.2,118-99-9,54.4%,8.7,0.7,60-47-4,56.1%,15.4,1.2,17-14-1,54.8%,6.3,-0.3,35-30-2,53.9%,6.9,1.9,37-33-4,52.9%,12.7,+0.4,35-26-2,57.4%,3.6,1.9,48-43-3,52.8%,7.4,1.6
Creighton,179-156-4,53.4%,7.1,1.0,80-62-2,56.3%,5.9,1.0,42-41-0,50.6%,8.2,0.1,64-47-0,57.7%,5.8,1.9,113-102-4,52.6%,7.1,0.9,57-56-2,50.4%,-1.0,0.4,51-52-2,49.5%,-4.4,0.9,126-104-2,54.8%,11.7,1.0,90-75-2,54.6%,13.8,1.7,10-8-0,55.6%,-0.4,-1.2,14-10-1,58.3%,12.7,2.0,59-52-0,53.2%,9.1,+1.3,40-42-2,48.8%,6.3,0.7,113-97-3,53.8%,6.5,1.4
Morehead St,156-136-9,53.4%,2.8,0.4,86-89-8,49.1%,-0.7,-0.1,65-52-3,55.6%,2.5,1.5,61-53-6,53.5%,2.7,0.1,93-77-3,54.7%,3.6,1.1,82-73-5,52.9%,-4.7,0.5,77-66-5,53.9%,-8.3,0.7,77-68-4,53.1%,6.8,0.1,59-51-4,53.6%,11.6,0.3,8-5-0,61.5%,3.3,1.7,51-40-6,56.0%,2.3,0.3,35-22-1,61.4%,14.0,+1.8,35-25-0,58.3%,-1.9,0.8,32-39-0,45.1%,3.8,-1.5
Virginia,173-151-7,53.4%,9.0,-0.2,90-71-5,55.9%,8.5,-0.4,48-53-1,47.5%,11.0,-0.3,36-29-3,55.4%,7.5,-1.1,131-118-4,52.6%,8.9,0.0,65-44-3,59.6%,3.4,0.3,26-25-1,51.0%,-5.2,-1.5,147-126-6,53.9%,11.1,0.1,77-74-4,51.0%,13.9,-0.1,8-11-0,42.1%,4.5,-0.9,23-18-1,56.1%,7.8,0.2,42-49-2,46.2%,10.3,-0.7,41-31-0,56.9%,8.3,1.0,94-69-5,57.7%,8.6,-0.1
Norfolk St,110-96-4,53.4%,4.2,1.1,54-57-0,48.7%,2.0,1.2,44-38-2,53.7%,5.3,1.7,41-32-0,56.2%,3.5,2.1,67-64-4,51.2%,3.8,0.5,53-51-1,51.0%,-4.3,-0.1,48-43-0,52.8%,-9.8,0.0,61-53-4,53.5%,9.6,2.0,35-23-1,60.3%,16.0,4.4,8-12-1,40.0%,-2.9,-2.5,33-25-0,56.9%,7.3,1.2,29-19-0,60.4%,12.7,+1.4,27-20-4,57.5%,-2.9,0.8,25-21-1,54.4%,0.7,1.8
Oregon,185-162-3,53.3%,6.9,0.6,102-97-0,51.3%,4.7,0.1,64-57-2,52.9%,7.8,0.4,52-43-1,54.7%,6.6,1.9,129-114-2,53.1%,6.4,0.1,50-53-1,48.5%,-1.1,-1.4,47-41-1,53.4%,-3.8,0.9,136-121-2,52.9%,10.1,0.4,96-74-1,56.5%,13.4,2.1,12-14-1,46.2%,-0.9,-0.9,38-40-0,48.7%,4.7,0.3,47-36-2,56.6%,11.8,+2.0,36-29-1,55.4%,6.8,0.1,71-51-0,58.2%,9.0,1.1
Stetson,106-93-7,53.3%,-2.3,0.7,68-54-5,55.7%,-3.9,1.9,31-29-2,51.7%,-1.1,1.6,57-46-5,55.3%,-2.8,0.9,48-47-2,50.5%,-3.5,0.2,60-47-5,56.1%,-9.5,0.6,80-64-6,55.6%,-8.3,1.2,26-27-1,49.1%,4.9,-0.3,38-41-2,48.1%,5.5,0.4,7-8-0,46.7%,0.2,0.5,25-19-1,56.8%,0.5,1.9,18-19-1,48.7%,6.6,-2.1,20-20-1,50.0%,-8.4,-0.5,43-37-4,53.8%,-5.7,-0.6
